stage,statement,approval_level,budget,statement_cost,generator_name,num_covered_agents,num_remaining_agents,agent_utilities,covered_agent_ids,remaining_agent_ids,covered_agent_data,utility_distribution
generate,Bowling Green's bypass desperately needs turn lanes or restricted left turns at busy spots—current traffic chaos is frustrating and unsafe for everyone.,4,24,22,TagNNGenerator__approval_None__budget_None__cluster_size_6,,,"{842: 0.3795153563569389, 277: 1.409280309327325, 1200: 0.0024762626323090453, 411: 1.1423860863221753, 301: 1.1790906898482025, 329: 0.011058872570565925, 85: 3.247379350801346, 1344: 0.006766194450955498, 1001: 0.39048666856444103, 1314: 3.944662024801815e-07, 1158: 0.9762362052397489, 1542: 3.2297638661213846, 1465: 0.22673656515957963, 1649: 1.232978475198517, 1654: 1.1032746389752413, 1505: 3.017322147691484, 1371: 3.1079102838477954, 314: 0.4293655553478686, 67: 0.0067842921354219765, 1132: 0.2697551685094244, 1047: 0.09551679611019182, 746: 1.0625285203910095, 493: 3.15151553275458, 323: 5.770154876195183}",,,,"{0: 24.0, 1: 12.0, 2: 6.0, 3: 6.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,We desperately need a stoplight at Shive Lane and Ken Bale Blvd—traffic backups there are unbearable and make driving through the area a nightmare.,4,24,24,WeightedNNGenerator__approval_None__budget_None__cluster_size_6,,,"{842: 0.037381431092121886, 277: 0.4530938283074938, 1200: 4.227957708158314e-06, 411: 0.9254355241263883, 301: 0.501291310564967, 329: 0.0015039793172080262, 85: 3.177992641167501, 1344: 0.0019430476761923554, 1001: 0.06071026783294886, 1314: 1.2832942308804718e-07, 1158: 0.22276828448522124, 1542: 0.8186094197897571, 1465: 0.023847777714003593, 1649: 0.18282499329321222, 1654: 0.9626946524042711, 1505: 5.998949820972772, 1371: 1.1784797231661297, 314: 0.023253399802256602, 67: 3.129038520821581e-05, 1132: 0.02938138386926492, 1047: 0.014134598948148946, 746: 0.8571685850034991, 493: 2.2999183813717003, 323: 1.1154647305064969}",,,,"{0: 24.0, 1: 5.0, 2: 3.0, 3: 2.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Traffic in Bowling Green is a nightmare. We need safer intersections, better flow, and fewer left turns blocking everyone. Prioritize people, not just cars!",4,24,24,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 5.528496389690234, 1200: 0.01101544221883699, 411: 3.204187130078819, 842: 0.18287667351283976, 301: 0.8947916910448674, 329: 0.3800675109349805, 85: 3.21068900604115, 1344: 0.02309790960651681, 1001: 0.8660235511190238, 1314: 8.343634110286047e-07, 1158: 1.4334692766663155, 1542: 4.2257755929634575, 1465: 0.3374670731118823, 1649: 0.6796179268297156, 1654: 2.96923013971553, 1505: 3.2017039013973676, 1371: 2.934609377288906, 314: 0.9541471728135577, 67: 0.014215594279089805, 1132: 0.14841658200660302, 1047: 0.037403872936150995, 746: 1.7821776578395763, 323: 4.474427900127371, 493: 2.988411179535979}",,,,"{0: 24.0, 1: 11.0, 2: 9.0, 3: 6.0, 3.5: 3.0, 4: 3.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs better internet infrastructure—fiber options, expanded access, and faster speeds. It's time to prioritize connectivity for all residents, not just businesses.",4,24,24,WeightedNNGenerator__approval_None__budget_None__cluster_size_6,,,"{842: 0.4382054096940633, 277: 1.4256571530528728, 1200: 0.003173380221679234, 411: 2.497740897100531e-05, 301: 0.02934946566369312, 329: 0.6817199495483932, 85: 0.32102678896393755, 1344: 0.0759020454488788, 1001: 4.557331354437412, 1314: 5.3473629080258434e-08, 1158: 2.1504101718305968e-05, 1542: 0.004072897779574647, 1465: 0.03740327194306259, 1649: 3.430485015211048, 1654: 6.178293890712894e-06, 1505: 0.6236244021803848, 1371: 0.26897232494403533, 314: 1.829290761976822, 67: 4.567839307399227, 1132: 0.32156908751691593, 1047: 2.733787396105254, 746: 0.5622547843888575, 493: 0.04753824228498327, 323: 3.230748780939814}",,,,"{0: 24.0, 1: 7.0, 2: 5.0, 3: 4.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0}"
generate,"Bowling Green desperately needs smarter traffic solutions—fewer lights, better turn lanes, and enforcement. Prioritize people’s safety over cars, and the city will thrive.",4,24,23,ClosestClusterGenerator__approval_None__budget_None__cluster_size_6,,,"{277: 5.5998037200716375, 842: 0.680001415109732, 1200: 0.4379470315276135, 411: 3.3225846202782554, 301: 1.0076083847359305, 329: 0.9593143851885549, 85: 3.1058279644724247, 1344: 0.09544066790346228, 1001: 0.9769491399939085, 1314: 1.7636831645129192e-06, 1158: 1.0627121143769584, 1465: 0.9474058351570902, 1649: 1.026984721610265, 1654: 2.6193247555494845, 1542: 3.3194176909188915, 1505: 2.5195450238309807, 1371: 4.009170606903899, 314: 1.5162668234002505, 67: 0.3787337106021984, 1132: 0.7333709953307829, 1047: 0.7314600603860564, 746: 3.055667064263172, 493: 2.2969507414619073, 323: 3.5918254822565996}",,,,"{0: 24.0, 1: 14.0, 2: 10.0, 3: 7.0, 3.5: 3.0, 4: 2.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
nominate_best,Bowling Green desperately needs better traffic solutions now.,4,24,8,TagNNGenerator__approval_None__budget_None__cluster_size_2,,,"{277: 4.871426028949472, 161: 1.5827504980997806, 842: 0.8001908184917348, 1200: 0.22359401485334685, 411: 3.604926996307353, 301: 3.210501328682004, 329: 0.15078534020871937, 85: 4.028239051196647, 1344: 0.18339064601505206, 1001: 1.2274706712978398, 1314: 1.8587594308172584e-07, 1464: 0.21581333035112893, 1457: 0.00016016885535152792, 1123: 1.6759373736664551, 1158: 3.7390254625808583, 1542: 4.059814538808153, 1465: 0.8356928458008324, 1649: 1.6528981776261844, 1654: 3.423919586150361, 1371: 3.918184384505024, 314: 1.085038898607391, 67: 0.09986952969643026, 1356: 0.07800533670103682, 1505: 4.195910327700066, 1516: 0.2630140178862732, 1132: 0.38372246809231214, 1047: 0.2229551192301965, 746: 3.509141738978731, 493: 4.306184169285834, 323: 4.2188163792436875}",,,,
generate,"Traffic in Bowling Green is a nightmare—unsafe intersections, endless backups, and poor planning. We need immediate, smart solutions now!",4,20,19,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 3.60957338352436, 842: 0.7414437599641363, 1200: 0.008583525772184797, 301: 1.2743468450635749, 329: 0.09556498811088299, 85: 3.2183474793705873, 411: 2.936812835423517, 1344: 0.0011717600166620823, 1001: 1.020503914472771, 1158: 2.178027695822238, 1542: 3.6824402223399337, 1465: 0.7590064322314651, 1314: 1.1356701201670205e-07, 1649: 1.0427022543171858, 1654: 2.8716693270983162, 1505: 3.3010899483347407, 1371: 3.0754456470999383, 314: 0.8628521435977121, 67: 0.004091222245926396, 1132: 0.7348735630898326, 1047: 0.03736861045272233, 746: 2.920715556150352, 493: 3.1935513323863187, 323: 3.1583888842116097}",,,,"{0: 24.0, 1: 14.0, 2: 11.0, 3: 7.0, 3.5: 2.0}"
generate,We desperately need a stoplight at Shive Lane and Ken Bale Blvd—traffic backups there are unbearable and unsafe!,4,20,18,TagNNGenerator__approval_None__budget_None__cluster_size_5,,,"{842: 0.09544146800581998, 277: 1.2003953249752626, 1200: 1.4749737953456687e-05, 411: 0.8205944666489406, 301: 1.0085149160389393, 329: 4.54949148438466e-05, 85: 3.1967940715246805, 1344: 0.0015110391686596891, 1001: 0.11969991896016319, 1314: 4.177872259258919e-08, 1158: 0.18253945007121541, 1542: 1.0769248187364981, 1465: 0.01817926845818818, 1649: 0.03751305333821797, 1654: 0.8175953680533213, 1505: 5.9904563462517695, 1371: 1.0268393531113174, 314: 0.15380691514768408, 67: 5.901518075690504e-05, 1132: 0.14884620014748295, 1047: 0.0007128894366971172, 746: 0.8867791323887528, 493: 3.0347885178846834, 323: 1.280887862779177}",,,,"{0: 24.0, 1: 8.0, 2: 3.0, 3: 3.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs traffic improvements, from adding stoplights at key intersections to banning left turns on busy roads.",4,20,19,WeightedNNGenerator__approval_None__budget_None__cluster_size_5,,,"{842: 0.0007104862133420209, 277: 1.154670051520085, 1200: 0.00015844105433004962, 411: 1.3174933083416591, 329: 0.008626108368996133, 85: 3.2046235975802597, 1344: 0.00043341411468988955, 1001: 0.6282895138913225, 301: 1.4582568908979638, 1158: 3.239373782825392, 1542: 3.247886846841487, 1649: 1.2809040626431063, 1465: 0.1872475226646635, 1654: 1.230312188954742, 1314: 3.4229548084852013e-09, 1505: 4.285357704786028, 1371: 1.4825781313860216, 314: 0.8812699804006703, 67: 0.023067553207930747, 1132: 0.273629706986953, 1047: 0.06012203169611141, 746: 1.2591600475582916, 493: 4.17912366439834, 323: 4.553443817682697}",,,,"{0: 24.0, 1: 13.0, 2: 6.0, 3: 6.0, 3.5: 3.0, 4: 3.0, 4.5: 1.0}"
generate,Block left turns on busy roads like the by-pass; it’s reckless to let turning cars disrupt everyone else’s flow.,4,20,19,ClosestClusterGenerator__approval_None__budget_None__cluster_size_5,,,"{842: 0.02315140838398899, 277: 2.7824321257897715, 411: 1.0102344239807783, 1200: 3.7495756239902533e-06, 329: 0.001507926082912725, 301: 0.985646686717225, 85: 3.2422082455759647, 1344: 0.014223809965477452, 1001: 0.5870229218490404, 1314: 9.525932600507048e-07, 1158: 0.9542798475128751, 1542: 1.8212110367939975, 1465: 0.4591006911569693, 1649: 1.0041849738151765, 1654: 2.3314330326237886, 1505: 2.5518560689096605, 1371: 3.2371489115559275, 67: 0.0007196049592553821, 1132: 0.03757121103774552, 314: 0.02329340980935246, 1047: 0.011060341983414768, 746: 1.3251308627300034, 493: 2.7249595701394136, 323: 5.807580497899605}",,,,"{0: 24.0, 1: 11.0, 2: 7.0, 3: 3.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"BGMU must expand affordable fiber internet to residents immediately; monopolies hurt progress, and better options are long overdue.",4,20,18,ClosestClusterGenerator__approval_None__budget_None__cluster_size_5,,,"{277: 1.3025389553746285, 842: 0.732148750875691, 1200: 0.0031754748847131475, 411: 0.00030178633689981194, 301: 0.005229834704775005, 329: 0.973777088552623, 85: 0.22295159621212413, 1344: 0.6293717094390598, 1001: 3.8085477559121834, 1314: 2.5375430090512907e-08, 1158: 0.0009127743842944902, 1542: 0.0005543272111738773, 1649: 2.1965344088825915, 1465: 0.3228474551725694, 1654: 3.5499928445537066e-05, 1505: 0.7326556177158352, 1371: 0.0019275313776785374, 314: 2.4781557752471937, 67: 4.559597811234655, 1132: 0.4411001500003535, 1047: 2.1333585871624305, 746: 0.26927694208317465, 323: 3.188698060341011, 493: 0.0031754867828102107}",,,,"{0: 24.0, 1: 7.0, 2: 6.0, 3: 3.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0}"
generate,Bowling Green desperately needs stricter traffic enforcement and smarter signal placement to prioritize safety and improve flow for everyone.,4,20,19,TagNNGenerator__approval_None__budget_None__cluster_size_5,,,"{277: 3.424116618913869, 842: 0.37770113769913083, 411: 3.9053982470299538, 1200: 0.04742742132075428, 301: 1.0055793743686494, 329: 0.563396514238519, 85: 3.0536399421297515, 1344: 0.04746617566088962, 1001: 0.8283505674466881, 1314: 6.486876280575871e-07, 1158: 3.2323594009751067, 1542: 3.75166622325579, 1465: 0.9039844300236124, 1649: 1.5058146270310908, 1654: 2.0305815361332993, 1505: 3.214057382219817, 1371: 1.2786940503167827, 314: 1.2269396459394044, 67: 0.029904531230350417, 1132: 0.4387349267582277, 1047: 0.3779273587301125, 746: 3.207759746895504, 493: 2.4501877783101786, 323: 3.2427004223998193}",,,,"{0: 24.0, 1: 14.0, 2: 10.0, 3: 8.0, 3.5: 2.0}"
generate,"Bowling Green must redistrict schools to ensure fairness and balance, addressing disparities like Potter Gray's playground districting issue.",4,20,18,WeightedNNGenerator__approval_None__budget_None__cluster_size_5,,,"{277: 1.1158664499701492, 842: 1.3035378854405482, 1200: 0.0005529192888592549, 411: 1.5642914532598695e-06, 301: 0.07601630258360914, 329: 1.050827788367725, 85: 0.0015026637695696454, 1344: 0.5001740324054242, 1001: 0.7791499041811205, 1314: 3.4461964393273092e-09, 1158: 0.00033684755001972544, 1542: 4.792309903578484e-06, 1649: 0.02934347320522801, 1654: 6.161486303613017e-06, 1505: 0.14820088767505124, 1371: 0.00033550846326824146, 314: 1.0724178497379104, 1465: 4.40865187095776, 67: 0.02935457944388009, 1132: 3.4150108083363033, 1047: 0.029321431741381243, 746: 0.004072298275079156, 493: 0.07605783648131481, 323: 0.01406674834654753}",,,,"{0: 24.0, 1: 6.0, 2: 2.0, 3: 2.0, 3.5: 1.0, 4: 1.0}"
generate,"We need safer, smarter traffic solutions that prioritize people over cars—ban reckless parking, fix congestion, and enforce overlooked regulations now.",4,20,20,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 5.828326110636524, 842: 0.3777228168617154, 1200: 0.5004200024223422, 411: 2.140484210036104, 329: 0.6234820817190371, 85: 3.117542631688253, 1344: 0.2707247033815221, 1001: 0.9927067643638574, 301: 0.9971067308434257, 1314: 8.769314008283402e-08, 1158: 1.318666061063224, 1542: 3.3249938061214444, 1465: 0.904047578163007, 1649: 1.0451880410377776, 1654: 2.5111752141468235, 1505: 2.6243015820537243, 1371: 2.3714223134693975, 314: 2.154994670312072, 67: 0.01804980301148107, 1132: 0.8571015478796767, 1047: 0.8532589898715116, 746: 3.194068678332427, 493: 2.372111227702174, 323: 1.9011837806915883}",,,,"{0: 24.0, 1: 13.0, 2: 10.0, 3: 4.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
nominate_best,Bowling Green desperately needs better traffic solutions now.,4,20,8,TagNNGenerator__approval_None__budget_None__cluster_size_2,,,"{277: 4.871426028949472, 161: 1.5827504980997806, 842: 0.8001908184917348, 1200: 0.22359401485334685, 411: 3.604926996307353, 301: 3.210501328682004, 329: 0.15078534020871937, 85: 4.028239051196647, 1344: 0.18339064601505206, 1001: 1.2274706712978398, 1314: 1.8587594308172584e-07, 1464: 0.21581333035112893, 1457: 0.00016016885535152792, 1123: 1.6759373736664551, 1158: 3.7390254625808583, 1542: 4.059814538808153, 1465: 0.8356928458008324, 1649: 1.6528981776261844, 1654: 3.423919586150361, 1371: 3.918184384505024, 314: 1.085038898607391, 67: 0.09986952969643026, 1356: 0.07800533670103682, 1505: 4.195910327700066, 1516: 0.2630140178862732, 1132: 0.38372246809231214, 1047: 0.2229551192301965, 746: 3.509141738978731, 493: 4.306184169285834, 323: 4.2188163792436875}",,,,
generate,Traffic congestion in Bowling Green is unbearable; we need immediate action to improve flow and safety.,4,16,16,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.2526774581918445, 842: 0.7330978934114435, 1200: 0.0293138358512246, 411: 1.4391234658619843, 301: 1.0412022661752443, 329: 0.03737317561437892, 85: 3.343560573723093, 1344: 0.0011698088802954976, 1001: 0.8283870015037474, 1314: 1.7310266553494102e-08, 1158: 2.0831900068101588, 1542: 3.4614846028175004, 1465: 0.6349202492999755, 1649: 0.9293546891932218, 1654: 3.166697952927139, 1505: 3.386923821931485, 1371: 3.3141798929884283, 314: 0.44066554431481497, 67: 0.018177911566559235, 1132: 0.22311675440987755, 1047: 0.022983791822221433, 746: 2.3284943016697444, 493: 3.3108112581081484, 323: 2.4564590134909934}",,,,"{0: 24.0, 1: 12.0, 2: 9.0, 3: 6.0}"
generate,"Walking should be prioritized over speeding cars; streets must be designed for safety, not vehicles.",4,16,15,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 5.700103777543343, 842: 0.8206620696147149, 1200: 0.1825243101355548, 411: 3.311751654979718, 301: 1.0088819997824636, 329: 0.6871438903409496, 85: 1.7679987142290146, 1344: 0.1870149788453277, 1001: 0.9110710033557733, 1314: 4.022739351927651e-05, 1158: 1.4914568650241522, 1542: 3.1922068068446827, 1465: 0.9869647686120134, 1649: 0.37755559444056397, 1654: 1.8748700121080724, 1505: 1.0223300958052193, 1371: 1.1980270659081182, 314: 1.2270895510340174, 67: 0.0009201767176627573, 1047: 0.11943765006874063, 746: 1.1620794954413793, 493: 0.09536172167099, 323: 0.7603922360112276, 1132: 0.4420409965471339}",,,,"{0: 24.0, 1: 11.0, 2: 3.0, 3: 3.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Warren County schools are overcrowded and need redistricting, funding, and new facilities immediately.",4,16,13,TagNNGenerator__approval_None__budget_None__cluster_size_4,,,"{277: 0.81034408841158, 842: 5.534454038290933, 1200: 7.488760023532937e-05, 411: 5.937501958308555e-05, 301: 0.18363606723515213, 329: 0.6237535759600162, 85: 0.22368244461659148, 1344: 1.0167992452101804, 1001: 0.8847129024984678, 1314: 3.4133363913113612e-09, 1158: 0.018032306474309423, 1542: 0.00010953751810305334, 1465: 2.7865297352724614, 1649: 0.004075682860264829, 1654: 0.0007133622308050924, 1505: 0.11959198560092421, 1371: 0.014071109564155693, 314: 0.27064821620631196, 1132: 3.0870857526944757, 67: 5.8429182525410184e-05, 1047: 0.2697465457602435, 746: 0.18307553108648011, 493: 0.0011716853994357956, 323: 0.0019284360127874711}",,,,"{0: 24.0, 1: 4.0, 2: 3.0, 3: 2.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,We desperately need a stoplight at Shive Lane and Ken Bale Blvd to fix those horrendous backups!,4,16,17,WeightedNNGenerator__approval_None__budget_None__cluster_size_4,,,"{277: 0.12002087594633015, 842: 0.07589698251184185, 1200: 2.704969459532691e-07, 411: 0.8594856115555123, 301: 0.6824271767984235, 329: 8.967443443363976e-06, 85: 3.2184270956371077, 1344: 7.511083221223291e-05, 1001: 0.01410629548061959, 1314: 7.782139810341704e-08, 1158: 0.6224946557857226, 1542: 0.9057011098110008, 1465: 0.060463116063484534, 1649: 0.1831744515871545, 1654: 0.2689421826438667, 1505: 5.995402702452982, 1371: 0.7469525744754653, 314: 0.005250028325600731, 67: 1.4807216343060148e-05, 1132: 0.06031678420840658, 1047: 0.0003360690647089548, 746: 0.43972122296952076, 493: 2.861164804902516, 323: 1.2501841855766962}",,,,"{0: 24.0, 1: 4.0, 2: 3.0, 3: 2.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Expanding affordable, high-speed internet access countywide is essential, especially for underserved and unconnected areas.",4,16,14,ClosestClusterGenerator__approval_None__budget_None__cluster_size_4,,,"{842: 1.0711246700674382, 277: 0.7942490250800011, 1200: 0.000709727828369866, 411: 0.0026087290664662532, 301: 0.07701816727991073, 329: 1.0341068282584587, 85: 0.0011698043551182646, 1344: 1.1646045724860612, 1001: 3.4703013869465056, 1314: 1.188785581085483e-08, 1158: 3.546959049205434e-05, 1542: 0.00523520046374959, 1465: 0.7797230455317488, 1649: 3.1973297977872437, 1654: 1.679119649611316e-05, 1505: 0.02311117927414308, 1371: 0.02297778026015973, 314: 3.139656730566064, 67: 3.2870183055061704, 1047: 4.633925051068422, 746: 0.26911938405233393, 493: 0.10198643963266829, 323: 4.025318127914093, 1132: 1.1590355581416025}",,,,"{0: 24.0, 1: 10.0, 2: 6.0, 3: 6.0, 3.5: 2.0, 4: 2.0, 4.5: 1.0}"
generate,Bowling Green desperately needs better traffic solutions; the backups and lack of proper planning are unbearable.,4,16,16,WeightedNNGenerator__approval_None__budget_None__cluster_size_4,,,"{277: 3.7293971875483005, 1200: 0.037344031838911995, 842: 0.9432384950524133, 411: 1.4604827209868345, 301: 3.319009255637271, 329: 0.7004022933245827, 85: 3.4430946230230255, 1344: 0.06064877733537155, 1001: 1.3078419098970173, 1314: 7.405656687886619e-07, 1158: 3.0302784996543854, 1465: 0.8657960559318465, 1542: 3.4841513813419063, 1649: 1.2283210329794612, 1654: 3.5235162858991984, 1505: 4.340304825630528, 1371: 3.3539846557113338, 314: 1.3952992025584348, 67: 0.10028374991250177, 1132: 0.9828645208916421, 1047: 0.3778075429139911, 746: 3.2719407056397296, 493: 4.294946975744025, 323: 4.288211807706331}",,,,"{0: 24.0, 1: 15.0, 2: 11.0, 3: 11.0, 3.5: 5.0, 4: 3.0}"
generate,Traffic flow in Bowling Green is a mess; immediate action is needed to fix these bottlenecks!,4,16,16,TagNNGenerator__approval_None__budget_None__cluster_size_4,,,"{277: 2.3721842907282804, 842: 0.9290767483971827, 1200: 0.006700686725541916, 411: 1.4405017393644377, 301: 1.5342971549137825, 329: 0.008668058928187339, 85: 3.4056797766077063, 1344: 0.0007159345689806695, 1001: 0.12002805777301662, 1314: 3.09749005222848e-07, 1158: 2.506424159962861, 1542: 4.171653473518384, 1465: 0.09875217216711318, 1505: 4.137249122415581, 1654: 3.2231502967489463, 1649: 0.6920456733430556, 1371: 3.1869291323518745, 314: 0.7414395252713196, 67: 0.0003399993612498431, 1132: 0.15080137427676166, 1047: 0.005224190343469992, 746: 1.5282366102159366, 493: 3.3292365009545883, 323: 3.3594442047134345}",,,,"{0: 24.0, 1: 12.0, 2: 9.0, 3: 7.0, 3.5: 2.0, 4: 2.0}"
generate,"Bowling Green desperately needs better traffic solutions—stoplights, turn lanes, and stricter driver education are essential now!",4,16,16,ClosestClusterGenerator__approval_None__budget_None__cluster_size_4,,,"{277: 1.183358391330272, 842: 0.8187150423590451, 1200: 0.001501382675249019, 411: 3.6417833223569156, 301: 1.3452264667497844, 329: 0.0761447730578606, 85: 3.204784909969451, 1001: 0.9707789619892336, 1344: 0.01099458117177099, 1314: 9.950070234410191e-08, 1158: 3.425137401649839, 1542: 3.3185982433023646, 1465: 0.09554316025359066, 1649: 3.8901015755285195, 1654: 1.3755998876577664, 1505: 3.9106566662816746, 1371: 1.2072399149129196, 314: 1.0634789750084601, 1132: 0.37873014076836264, 1047: 0.01799197411790765, 746: 1.3014389188532902, 67: 0.2698436831501726, 493: 3.221620596218643, 323: 3.790900275199272}",,,,"{0: 24.0, 1: 14.0, 2: 8.0, 3: 8.0, 3.5: 4.0}"
nominate_best,Bowling Green desperately needs better traffic solutions now.,4,16,8,TagNNGenerator__approval_None__budget_None__cluster_size_2,,,"{277: 4.871426028949472, 161: 1.5827504980997806, 842: 0.8001908184917348, 1200: 0.22359401485334685, 411: 3.604926996307353, 301: 3.210501328682004, 329: 0.15078534020871937, 85: 4.028239051196647, 1344: 0.18339064601505206, 1001: 1.2274706712978398, 1314: 1.8587594308172584e-07, 1464: 0.21581333035112893, 1457: 0.00016016885535152792, 1123: 1.6759373736664551, 1158: 3.7390254625808583, 1542: 4.059814538808153, 1465: 0.8356928458008324, 1649: 1.6528981776261844, 1654: 3.423919586150361, 1371: 3.918184384505024, 314: 1.085038898607391, 67: 0.09986952969643026, 1356: 0.07800533670103682, 1505: 4.195910327700066, 1516: 0.2630140178862732, 1132: 0.38372246809231214, 1047: 0.2229551192301965, 746: 3.509141738978731, 493: 4.306184169285834, 323: 4.2188163792436875}",,,,
generate,Traffic flow improvements are urgently needed; congestion makes driving unsafe and frustrating.,4,12,12,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.1675230226570066, 842: 0.18325834754729442, 1200: 3.126653116836131e-05, 411: 1.315018544073026, 301: 2.209070857566361, 329: 0.0005531142028711855, 85: 4.532354440293976, 1001: 0.979672553431707, 1344: 0.060421114329264, 1314: 6.85217359519541e-08, 1158: 4.098300529854313, 1542: 4.365223569636228, 1465: 0.6845934243947036, 1649: 1.4671639954840703, 1654: 4.086908249959321, 1505: 4.2066814284740355, 1371: 4.022201012885102, 314: 0.18618419994371715, 67: 0.02312790512704954, 1047: 0.0230105786489323, 1132: 0.07675035805499619, 746: 3.2110204702630805, 493: 5.147698031460271, 323: 3.3393828913819803}",,,,"{0: 24.0, 1: 13.0, 2: 10.0, 3: 9.0, 3.5: 7.0, 4: 7.0, 4.5: 2.0, 5: 1.0}"
generate,BGMU must justify their rates; transparency is absolutely necessary!,4,12,9,TagNNGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 3.40524909138245, 842: 1.1758392514753189, 411: 0.01875696998859422, 1200: 3.53916273205801e-05, 301: 0.0616674029776938, 329: 0.6472386464737672, 85: 0.0601175257006441, 1001: 0.8336793915070037, 1344: 0.9360312374300468, 1314: 0.0004310630686017447, 1158: 0.00420288000499458, 1542: 0.11934531274951876, 1465: 0.4407377470513182, 1649: 0.4598873154480939, 1654: 0.002500751080931174, 1505: 3.8209135628644404, 1371: 0.0002040927845817775, 314: 1.020314576786189, 67: 1.9221636737011256, 1132: 1.1154379498886142, 1047: 0.8579924898875146, 493: 1.563858671774063, 323: 0.6862114835144789, 746: 0.8318683916230493}",,,,"{0: 24.0, 1: 7.0, 2: 2.0, 3: 2.0, 3.5: 1.0}"
generate,Bowling Green desperately needs more pet-friendly housing for renters immediately!,4,12,10,ClosestClusterGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 0.757774759225013, 1200: 4.7995772287900484, 411: 1.2229745487424282e-06, 301: 5.153863036977402e-05, 329: 0.000911312860233604, 85: 9.616382233013088e-05, 842: 0.0007098289434500638, 1344: 0.0011732188641510044, 1001: 0.18244872129799283, 1314: 0.852163095501081, 1158: 1.2232217698748826e-06, 1542: 2.1467732008728646e-05, 1649: 3.536560698302882e-05, 1654: 5.4342346305080724e-06, 1505: 0.00012360794502752626, 1371: 0.00020366063250154554, 314: 1.4673156308302802, 67: 0.0009130037084645881, 1132: 0.011008169247310962, 1465: 0.0009138780552687686, 1047: 0.0015025124179918192, 746: 0.0005532193081957404, 323: 0.00020349298428035123, 493: 0.00043066664957491785}",,,,"{0: 24.0, 1: 2.0, 2: 1.0, 3: 1.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0}"
generate,Bowling Green desperately needs real traffic solutions for safety and efficiency.,4,12,11,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,,,"{277: 3.5756919910819445, 842: 0.911347335597121, 1200: 0.18248561013586384, 411: 3.5790428519766637, 301: 2.9117829763276486, 329: 0.8546440946988889, 85: 3.251449313120813, 1344: 0.023025211097155718, 1001: 2.005694659956313, 1314: 2.71509620120014e-07, 1158: 4.029431247349397, 1542: 4.157890672100184, 1465: 0.8817247158529835, 1649: 1.2751332579837005, 1654: 3.3882107938245825, 1505: 3.700440567156058, 1371: 3.420447585603446, 314: 1.2739149825941523, 67: 0.5084595575371604, 1132: 0.6260271301885494, 1047: 0.9384796494128729, 746: 3.931154058441596, 493: 3.2502133589938453, 323: 4.022750128943908}",,,,"{0: 24.0, 1: 15.0, 2: 13.0, 3: 11.0, 3.5: 7.0, 4: 3.0}"
generate,"Bowling Green desperately needs real traffic solutions, like proper bypasses and roundabouts.",4,12,12,WeightedNNGenerator__approval_None__budget_None__cluster_size_3,,,"{842: 0.3776825225282945, 277: 1.0403181955521719, 1200: 0.008579140869222512, 411: 1.1844381992918265, 301: 4.343037198720136, 329: 0.6282886070421215, 85: 3.2262442414835633, 1344: 0.000915817425798382, 1001: 1.0614795857913728, 1314: 6.410037389770196e-09, 1158: 0.9881993145118495, 1542: 3.295162202756112, 1465: 0.3817152054274098, 1649: 0.9113703642633554, 1654: 4.698268451152798, 1505: 3.181577944188442, 1371: 3.230801765847276, 314: 0.7529929848752818, 67: 0.0761516893566907, 1132: 0.5036455582281519, 1047: 0.563257863555594, 493: 3.3012120752043854, 746: 1.4132321627579887, 323: 3.139360896344228}",,,,"{0: 24.0, 1: 12.0, 2: 8.0, 3: 8.0, 3.5: 2.0, 4: 2.0, 4.5: 1.0}"
